cellID,animalID,genoType,cellType,recordLayer,recordRegion,stimSource,stimChannel,conditionName,signal,samplerate,onset,risetime,slope,amplitude,onset2peakTime,halfwidth,decay,slope2ms,slope3ms,area,test1DrugName,waveformSequence,
will170823c007,eWill20170823,PV;Ai39,PYR,L2,ACC,MD,ChR2H134R,BASEENK,EPSC,10000,2.9,1,-33.2804,-59.1597,1.9,5.8,6.2,-4.7761,-4.7761,-410.8231,NaN,NaN,
will170823c007,eWill20170823,PV;Ai39,PYR,L2,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,5.1,0.7,155.9278,207.3221,3.4,10.7,17.7,22.7287,22.7287,589.2909,NaN,NaN,
will170823c007,eWill20170823,PV;Ai39,PYR,L2,ACC,MD,ChR2H134R,ENK,EPSC,10000,3,0.9,-32.3361,-52.0572,2.9,5.8,8.1,-5.0111,-5.0111,-364.696,NaN,NaN,
will170823c007,eWill20170823,PV;Ai39,PYR,L2,ACC,MD,ChR2H134R,ENK,IPSC,10000,2.2,1.3,41.4301,74.1775,5.8,9.5,11.6,8.1912,8.1912,130.2029,NaN,NaN,
will170823c007,eWill20170823,PV;Ai39,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,EPSC,10000,2.8,1.2,-28.5145,-55.1855,2.9,7.5,10.1,-6.1525,-6.1525,-478.6907,NaN,NaN,
will170823c007,eWill20170823,PV;Ai39,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,IPSC,10000,5.3,0.7,121.4462,148.899,1.9,10.4,16.4,15.6255,15.6255,219.5865,NaN,NaN,
will170828c001,eWill20170828,WT,SEP,SEP,Sep,TAIL,ChR2H134R,BASE,EPSC,20000,2.3,1.5,-31.3568,-81.1585,3.25,8.75,10.1,-3.2899,-3.2899,-815.0836,NaN,NaN,
will170828c002,eWill20170828,WT,PYR,L5,ACC,TAIL,ChR2H134R,BASE,EPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
will170828c002,eWill20170828,WT,PYR,L5,ACC,TAIL,ChR2H134R,BASE,IPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
will170828c003,eWill20170828,WT,PYR,L5,ACC,TAIL,ChR2H134R,BASE,EPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
will170828c003,eWill20170828,WT,PYR,L5,ACC,TAIL,ChR2H134R,BASE,IPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
will170828c004,eWill20170828,WT,MSN,DMS,STRIATUM,TAIL,ChR2H134R,BASE,EPSC,20000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
will170828c005,eWill20170828,WT,MSN,DMS,Str,TAIL,ChR2H134R,BASE,EPSC,20000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
will170828c006,eWill20170828,WT,PYR,L5,ACC,TAIL,ChR2H134R,BASE,EPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
will170828c006,eWill20170828,WT,PYR,L5,ACC,TAIL,ChR2H134R,BASE,IPSC,10000,0,13.4,-0.043093,NaN,14.3,23.9,8.8,-0.079366,-0.055254,NaN,NaN,NaN,
will170905c005,eWill20170905,PV;AI39,PYR,L5,ACC,MD,ChR2H134R,BASEDPDPE,IPSC,20000,3,0.65,305.9676,303.9555,5,8.35,10.6,24.6946,24.6946,581.1302,NaN,NaN,
will170905c005,eWill20170905,PV;AI39,PYR,L5,ACC,MD,ChR2H134R,DPDPE,IPSC,20000,2.65,0.7,134.8744,135.5303,5.35,7.95,9.5,10.7822,10.7822,207.1834,NaN,NaN,
will170905c005,eWill20170905,PV;AI39,PYR,L5,ACC,MD,ChR2H134R,DPDPENALTRI,IPSC,20000,3.05,0.95,239.3615,335.8624,5.4,9.75,13.25,15.3745,15.3745,646.2851,NaN,NaN,
will170921c002,eWill20170921,WT,MSN,DMS,STRIATUM,TAIL,ChR2H134R,BASE,EPSC,20000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
will170921c004,eWill20170921,WT,MSN,DMS,STRIATUM,TAIL,ChR2H134R,BASE,EPSC,20000,1.15,0,NaN,-7.6617,0.05,0.05,0.05,-2.0203,-2.0173,-0.73061,NaN,NaN,
will170921c008,eWill20170921,WT,MSN,DMS,STRIATUM,TAIL,ChR2H134R,BASE,EPSC,20000,3.95,2.15,-0.86351,NaN,4.3,5.65,4.25,-0.088118,-0.088118,NaN,NaN,NaN,
will170921c009,eWill20170921,WT,SEP,SEP,Sep,TAIL,ChR2H134R,BASE,EPSC,20000,2.25,0.95,-276.0908,-439.3225,2.25,5.15,6.15,-20.0685,-20.0685,-2965.3188,NaN,NaN,
will170921c011,eWill20170921,WT,PYR,L2,ACC,TAIL,ChR2H134R,BASE,EPSC,20000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
will170926c000,eWill20170926,WT,PYR,L2,ACC,TAIL,ChR2H134R,BASE,EPSC,20000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
will170926c001,eWill20170926,WT,PYR,L2,ACC,TAIL,ChR2H134R,BASE,EPSC,20000,3.4,1.4,-23.9162,-54.3706,2.85,7.8,7.95,-3.4524,-3.4524,-479.5213,NaN,NaN,
will170926c009,eWill20170926,WT,PYR,L2,ACC,TAIL,ChR2H134R,BASE,EPSC,20000,0.1,7.35,-1.0189,-13.0791,9.55,4.5,0.35,-4.3123,-4.3123,-45.206,NaN,NaN,
will20150721c2004,will20150721,WT,MSN,DMS,Striatum,Elec,Elec,BASEDAMGO,EPSC,10000,2.1,0.9,-5.1013e-11,-86.8686,1.8,7.1,7.8,-8.6215e-12,-8.6215e-12,-721.2113,Ctrl,1,
will20150721c2004,will20150721,WT,MSN,DMS,Striatum,Elec,Elec,DAMGO,EPSC,10000,2.1,1.3,-3.7363e-11,-80.8386,3,7.4,7.6,-6.7598e-12,-6.7598e-12,-656.8142,DAMGO,2,
will20150923c2,will20150923,FLOX MOR,MSN,DMS,Striatum,Elec,Elec,BASEENK,EPSC,10000,2.1,0.7,-3.9989e-10,-547.0577,1.7,4.6,5.1,-4.679e-11,-4.679e-11,-2853.006,Ctrl,1,
will20150923c2,will20150923,FLOX MOR,MSN,DMS,Striatum,MD,Chrimson,BASEENK,EPSC,10000,3.1,0.7,-2.1472e-10,-245.7006,1.8,4.4,5,-2.8003e-11,-2.8003e-11,-1216.4897,Ctrl,2,
will20150923c2,will20150923,FLOX MOR,MSN,DMS,Striatum,Elec,Elec,ENK,EPSC,10000,2.1,0.6,-3.8781e-10,-443.4207,1.5,4.4,5.3,-5.649e-11,-5.649e-11,-2297.3008,ME,3,
will20150923c2,will20150923,FLOX MOR,MSN,DMS,Striatum,MD,Chrimson,ENK,EPSC,10000,3.2,1,-3.5865e-11,-59.4766,2.1,7.9,8.6,-5.8565e-12,-5.8565e-12,-444.8411,ME,4,
will20150923c2,will20150923,FLOX MOR,MSN,DMS,Striatum,Elec,Elec,ENKWASH,EPSC,10000,2.1,0.7,-3.9112e-10,-467.7144,1.8,5.3,5.8,-5.6314e-11,-5.6314e-11,-2832.6045,Wash,5,
will20150923c2,will20150923,FLOX MOR,MSN,DMS,Striatum,MD,Chrimson,ENKWASH,EPSC,10000,3.1,0.8,-1.6295e-10,-232.7728,1.8,4.9,5.2,-2.2626e-11,-2.2626e-11,-1260.4193,Wash,6,
will20150923c3009,will20150923,FLOX MOR,MSN,DMS,Striatum,Elec,Elec,BASEDAMGO,EPSC,10000,2.4,1.1,-2.0687e-10,-388.6728,2.6,5.9,6.6,-2.6566e-11,-2.6566e-11,-2641.6146,Ctrl,1,
will20150923c3009,will20150923,FLOX MOR,MSN,DMS,Striatum,MD,Chrimson,BASEDAMGO,EPSC,10000,3.9,2.2,-8.9362e-11,-342.2255,4,6.7,6.1,-1.4385e-11,-1.4385e-11,-2437.4821,Ctrl,2,
will20150923c3009,will20150923,FLOX MOR,MSN,DMS,Striatum,Elec,Elec,DAMGO,EPSC,10000,2.4,1.1,-1.8398e-10,-337.7359,2.7,6.1,6.8,-2.4491e-11,-2.4491e-11,-2388.3454,DAMGO,3,
will20150923c3009,will20150923,FLOX MOR,MSN,DMS,Striatum,MD,Chrimson,DAMGO,EPSC,10000,3.8,1,-3.4646e-11,-67.5174,2.3,5.7,6.4,-6.6225e-12,-6.6225e-12,-427.7368,DAMGO,4,
will20150923c3009,will20150923,FLOX MOR,MSN,DMS,Striatum,Elec,Elec,DAMGONALOX,EPSC,10000,2.5,0.8,-3.7688e-10,-531.4119,2.4,5.9,6.8,-4.933e-11,-4.933e-11,-3663.9548,NLX,5,
will20150923c3009,will20150923,FLOX MOR,MSN,DMS,Striatum,MD,Chrimson,DAMGONALOX,EPSC,10000,4,1.8,-1.0704e-10,-319.2713,3.3,6.6,6.1,-1.9953e-11,-1.655e-11,-2323.0927,NLX,6,
will20150923c4010,will20150923,FLOX MOR,MSN,DMS,Striatum,Elec,Elec,BASEENK,EPSC,10000,2.4,0.8,-5.8372e-10,-848.792,1.8,6.5,7.6,-7.3646e-11,-7.3646e-11,-5838.5339,Ctrl,1,
will20150923c4010,will20150923,FLOX MOR,MSN,DMS,Striatum,MD,Chrimson,BASEENK,EPSC,10000,3.7,2.5,-4.0661e-11,-166.2948,4.1,5.7,5,-5.574e-12,-6.7795e-12,-1078.4453,Ctrl,2,
will20150923c4010,will20150923,FLOX MOR,MSN,DMS,Striatum,Elec,Elec,ENK,EPSC,10000,2.4,0.7,-6.537e-10,-758.2308,1.7,7.4,8.9,-7.6794e-11,-7.6794e-11,-5921.8102,ME,3,
will20150923c4010,will20150923,FLOX MOR,MSN,DMS,Striatum,MD,Chrimson,ENK,EPSC,10000,3.9,3.2,-1.2976e-11,-69.3197,4.8,5.8,5,-2.6673e-12,-3.3143e-12,-453.4063,ME,4,
will20150923c4010,will20150923,FLOX MOR,MSN,DMS,Striatum,Elec,Elec,ENKWASH,EPSC,10000,2.4,0.7,-6.4598e-10,-756.9883,1.8,7.8,8.8,-8.2147e-11,-8.2147e-11,-6377.5809,Wash,5,
will20150923c4010,will20150923,FLOX MOR,MSN,DMS,Striatum,MD,Chrimson,ENKWASH,EPSC,10000,3.7,2.4,-4.6704e-11,-186.3713,3.9,5.8,6.1,-7.9239e-12,-7.9239e-12,-1273.5378,Wash,6,
will20151204c003,will20151204,WT,MSN,DMS,Striatum,Elec,Elec,BASEENK,EPSC,10000,2.1,1,-2.0195e-10,-345.1397,2.3,5.8,6.1,-2.7653e-11,-2.7653e-11,-2218.6533,Ctrl,1,
will20151204c003,will20151204,WT,MSN,DMS,Striatum,Elec,Elec,ENK,EPSC,10000,2.2,1,-1.5063e-10,-264.8478,2.2,5.4,5.4,-2.3796e-11,-2.3796e-11,-1555.9006,DAMGO,2,
will20151204c003,will20151204,WT,MSN,DMS,Striatum,Elec,Elec,ENKWASH,EPSC,10000,2.2,1.1,-1.5179e-10,-305.2767,2.3,5.8,5.9,-2.1746e-11,-2.1746e-11,-2002.4408,NLX,3,
will20170223c003,will20170223,WT,MSN,DMS,Striatum,Elec,Elec,BASEENK,EPSC,10000,3.1,2.1,-2.1206e-11,-127.9695,3.7,11.2,9.1,-5.0025e-12,-5.0025e-12,-1399.3945,Ctrl,1,
will20170223c003,will20170223,WT,MSN,DMS,Striatum,Elec,Elec,ENK,EPSC,10000,3.1,2.3,-2.0772e-11,-82.6698,3.5,10.6,12.9,-4.2917e-12,-4.2917e-12,-935.9909,ME,2,
will20170223c003,will20170223,WT,MSN,DMS,Striatum,Elec,Elec,ENKNALOX,EPSC,10000,3.1,2.3,-1.9286e-11,-123.2836,3.8,10.9,11.2,-4.799e-12,-4.799e-12,-1325.5287,NLX,3,
will20171019c001,will20171019,WT,MSN,DMS,Striatum,Elec,Elec,BASEENK,EPSC,10000,2.1,1.2,-1.7059e-10,-345.216,2.7,4.8,5.2,-2.0689e-11,-2.0689e-11,-1910.3365,Ctrl,1,
will20171019c001,will20171019,WT,MSN,DMS,Striatum,Elec,Elec,ENK,EPSC,10000,2.1,1.2,-1.2661e-10,-246.6617,2.5,5.3,6.2,-1.916e-11,-1.916e-11,-1517.2859,ME,2,
will20171019c001,will20171019,WT,MSN,DMS,Striatum,Elec,Elec,ENKWASH,EPSC,10000,2.1,1.3,-1.4474e-10,-313.9621,2.5,5.1,6.1,-2.5164e-11,-2.5164e-11,-1893.2661,Wash,3,
will20171019c005,will20171019,WT,MSN,DMS,Striatum,Elec,Elec,BASEENK,EPSC,10000,2.1,1,-1.9262e-10,-318.4645,2.6,5.6,6.2,-2.1195e-11,-2.1195e-11,-1952.137,Ctrl,1,
will20171019c005,will20171019,WT,MSN,DMS,Striatum,Elec,Elec,ENK,EPSC,10000,2.1,1.8,-7.9817e-11,-242.8151,2.6,5.8,7,-2.0655e-11,-2.0655e-11,-1547.3775,ME,2,
will20171019c005,will20171019,WT,MSN,DMS,Striatum,Elec,Elec,ENKWASH,EPSC,10000,2.1,0.9,-1.9195e-10,-277.5091,2.7,5.6,6.2,-2.2782e-11,-2.2782e-11,-1800.2037,Wash,3,
will20171019c010,will20171019,WT,MSN,DMS,Striatum,Elec,Elec,BASEENK,EPSC,10000,2.1,0.4,-2.1304e-10,-428.8232,1.4,5.6,6.7,-2.6683e-11,-2.6683e-11,-2620.3989,Ctrl,1,
will20171019c010,will20171019,WT,MSN,DMS,Striatum,Elec,Elec,ENK,EPSC,10000,2.1,0.5,-1.486e-10,-366.3878,1.4,5.4,6.2,-1.9868e-11,-1.9868e-11,-2126.8217,ME,2,
will20171019c010,will20171019,WT,MSN,DMS,Striatum,Elec,Elec,ENKWASH,EPSC,10000,2.1,0.6,-2.1349e-10,-436.2557,1.6,6,6.9,-3.0739e-11,-3.0739e-11,-2856.3074,Wash,3,
will20171027c002,will20171027,WT,MSN,DMS,Striatum,Elec,Elec,BASEENK,EPSC,10000,2.2,1.3,-1.4509e-10,-314.0183,2.2,6,5.7,-2.3569e-11,-2.3569e-11,-2062.6056,Ctrl,1,
will20171027c002,will20171027,WT,MSN,DMS,Striatum,Elec,Elec,BASEENK,EPSC,10000,2.3,1.2,-1.5823e-10,-316.3548,2.3,6.2,6.7,-2.4798e-11,-2.4798e-11,-2213.8432,Ctrl,2,
will20171027c002,will20171027,WT,MSN,DMS,Striatum,Elec,Elec,ENK,EPSC,10000,2.3,1.3,-9.3493e-11,-213.992,2.3,6.7,6.4,-1.7006e-11,-1.7006e-11,-1547.4594,ME,3,
will20171027c006,will20171027,WT,MSN,DMS,Striatum,Elec,Elec,BASEENK,EPSC,10000,2.4,1.2,-1.1591e-10,-239.2573,3.1,3.5,4.3,-2.3975e-11,-2.7601e-11,-1079.4014,Ctrl,1,
will20171027c006,will20171027,WT,MSN,DMS,Striatum,Elec,Elec,ENK,EPSC,10000,2.8,2,-8.3126e-11,-271.9265,3.1,4.5,4.9,-1.4158e-11,-1.7925e-11,-1419.7645,ME,2,
will20150205c1,will20150205,WT,MSN,DMS,Striatum,Elec,Elec,BASEDAMGO,EPSC,10000,2.1,0.4,-3.4024e-10,-243.2764,0.9,3,2.8,-4.0801e-11,-4.0801e-11,-864.5993,Ctrl,1,
will20150205c1,will20150205,WT,MSN,DMS,Striatum,MD,ChIEF,BASEDAMGO,EPSC,10000,3.8,1,-6.9068e-11,-149.4816,1.8,2.2,2.4,-2.5348e-11,-2.5348e-11,-406.0838,Ctrl,1,
will20150205c1,will20150205,WT,MSN,DMS,Striatum,Elec,Elec,DAMGO,EPSC,10000,2.1,0.5,-2.8002e-10,-219.1358,2.4,3.2,2.8,-3.4104e-11,-3.4104e-11,-804.7655,DAMGO,2,
will20150205c1,will20150205,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGO,EPSC,10000,0.4,0.3,-1.1228e-10,-65.0112,4.3,1.1,2.8,-9.1441e-12,-1.0357e-11,-136.7732,DAMGO,2,
will20150205c1,will20150205,WT,MSN,DMS,Striatum,Elec,Elec,DAMGONALOX,EPSC,10000,2.1,0.4,-4.6687e-10,-334.8252,1.2,2.8,3.5,-5.7698e-11,-5.7698e-11,-1054.1008,NLX,3,
will20150205c1,will20150205,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGONALOX,EPSC,10000,3.9,1,-1.1426e-10,-192.3983,1.4,2.4,2,-2.1311e-11,-2.1311e-11,-481.5369,NLX,3,
will20150205c1,will20150205,WT,MSN,DMS,Striatum,Elec,Elec,BASENBQX,EPSC,10000,2.1,0.4,-4.6687e-10,-334.8252,1.2,2.8,3.5,-5.7698e-11,-5.7698e-11,-1054.1008,NLX,3,
will20150205c1,will20150205,WT,MSN,DMS,Striatum,MD,ChIEF,BASENBQX,EPSC,10000,3.9,1,-1.1426e-10,-192.3983,1.4,2.4,2,-2.1311e-11,-2.1311e-11,-481.5369,NLX,3,
will20150205c1,will20150205,WT,MSN,DMS,Striatum,Elec,Elec,NBQX,EPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NBQX,4,
will20150205c1,will20150205,WT,MSN,DMS,Striatum,MD,ChIEF,NBQX,EPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NBQX,4,
will20150205c3,will20150205,WT,MSN,DMS,Striatum,Elec,Elec,BASEDAMGO,EPSC,10000,2.1,0.9,-1.3693e-10,-186.9551,3,8.2,10.5,-3.1915e-11,-3.1915e-11,-1737.0803,Ctrl,1,
will20150205c3,will20150205,WT,MSN,DMS,Striatum,MD,ChIEF,BASEDAMGO,EPSC,10000,4.6,2.6,-4.4827e-11,-187.5486,4.8,10.6,10.6,-2.1592e-11,-1.9898e-11,-2156.1629,Ctrl,1,
will20150205c3,will20150205,WT,MSN,DMS,Striatum,Elec,Elec,DAMGO,EPSC,10000,2.1,2.3,-1.7502e-11,-77.8011,3,2.5,9,-1.6427e-11,-1.6427e-11,-561.0574,DAMGO,2,
will20150205c3,will20150205,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGO,EPSC,10000,0,5.3,-5.9569e-12,-54.8599,7,1.4,3.7,-1.6663e-11,-1.6663e-11,-246.0206,DAMGO,2,
will20150205c3,will20150205,WT,MSN,DMS,Striatum,Elec,Elec,DAMGONALOX,EPSC,10000,2.1,1.7,-4.1943e-11,-120.4092,3.8,7.8,10.7,-1.742e-11,-1.3599e-11,-1065.8108,NLX,3,
will20150205c3,will20150205,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGONALOX,EPSC,10000,4.9,2.7,-3.4115e-11,-177.9382,5.2,9.1,9.3,-1.7627e-11,-1.7627e-11,-1811.8655,NLX,3,
will20150205c3,will20150205,WT,MSN,DMS,Striatum,Elec,Elec,BASENBQX,EPSC,10000,2.1,1.7,-4.1943e-11,-120.4092,3.8,7.8,10.7,-1.742e-11,-1.3599e-11,-1065.8108,NLX,3,
will20150205c3,will20150205,WT,MSN,DMS,Striatum,MD,ChIEF,BASENBQX,EPSC,10000,4.9,2.7,-3.4115e-11,-177.9382,5.2,9.1,9.3,-1.7627e-11,-1.7627e-11,-1811.8655,NLX,3,
will20150205c3,will20150205,WT,MSN,DMS,Striatum,Elec,Elec,NBQX,EPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NBQX,4,
will20150205c3,will20150205,WT,MSN,DMS,Striatum,MD,ChIEF,NBQX,EPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NBQX,4,
will20150209c2,will20150209,WT,MSN,DMS,Striatum,Elec,Elec,BASEDAMGO,EPSC,10000,2.1,0.9,-8.2917e-11,-123.9948,2.3,5.5,5.9,-1.3462e-11,-1.3462e-11,-780.5774,Ctrl,1,
will20150209c2,will20150209,WT,MSN,DMS,Striatum,MD,ChIEF,BASEDAMGO,EPSC,10000,5,1.5,-2.5417e-11,-62.458,2.8,6,7.7,-6.9964e-12,-6.9964e-12,-400.8545,Ctrl,1,
will20150209c2,will20150209,WT,MSN,DMS,Striatum,Elec,Elec,DAMGO,EPSC,10000,2.1,1.5,-3.059e-11,-78.281,2.6,6,7.1,-7.9691e-12,-7.9691e-12,-564.6038,DAMGO,2,
will20150209c2,will20150209,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGO,EPSC,10000,4.1,2.5,-1.4883e-12,NaN,5.1,8.6,6.7,-1.9845e-13,-2.3052e-13,NaN,DAMGO,2,
will20150209c2,will20150209,WT,MSN,DMS,Striatum,Elec,Elec,DAMGONALOX,EPSC,10000,2.1,1.1,-4.609e-11,-92.3486,2.3,6,7.6,-7.1451e-12,-7.1451e-12,-662.9315,NLX,3,
will20150209c2,will20150209,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGONALOX,EPSC,10000,0.2,1.5,-1.4939e-11,-39.4654,9.3,6.4,6.8,-2.493e-12,-2.493e-12,-291.5328,NLX,3,
will20150209c2,will20150209,WT,MSN,DMS,Striatum,Elec,Elec,BASENBQX,EPSC,10000,2.1,1.1,-4.609e-11,-92.3486,2.3,6,7.6,-7.1451e-12,-7.1451e-12,-662.9315,NLX,3,
will20150209c2,will20150209,WT,MSN,DMS,Striatum,MD,ChIEF,BASENBQX,EPSC,10000,0.2,1.5,-1.4939e-11,-39.4654,9.3,6.4,6.8,-2.493e-12,-2.493e-12,-291.5328,NLX,3,
will20150209c2,will20150209,WT,MSN,DMS,Striatum,Elec,Elec,NBQX,EPSC,10000,2.9,0.2,-5.3663e-11,NaN,0.4,2,13.3,-5.3663e-12,-5.3663e-12,NaN,NBQX,4,
will20150209c2,will20150209,WT,MSN,DMS,Striatum,MD,ChIEF,NBQX,EPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NBQX,4,
will20150216c1,will20150216,WT,MSN,DMS,Striatum,Elec,Elec,BASEDAMGO,EPSC,10000,2.1,1.5,-7.1964e-11,-195.22,2.6,7.3,10.4,-1.304e-11,-1.304e-11,-1732.2151,Ctrl,1,
will20150216c1,will20150216,WT,MSN,DMS,Striatum,MD,ChIEF,BASEDAMGO,EPSC,10000,4.1,1.1,-8.1873e-11,-165.4302,3.3,7.3,6.3,-1.4043e-11,-1.4043e-11,-1310.3506,Ctrl,1,
will20150216c1,will20150216,WT,MSN,DMS,Striatum,Elec,Elec,DAMGO,EPSC,10000,2.1,1.5,-8.8808e-11,-213.622,2.9,7,10.3,-1.2796e-11,-1.2796e-11,-1905.0815,DAMGO,2,
will20150216c1,will20150216,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGO,EPSC,10000,0.1,5.7,-2.1898e-12,-17.6129,8.1,4.4,6.9,-2.3017e-12,-2.3017e-12,-110.4437,DAMGO,2,
will20150216c1,will20150216,WT,MSN,DMS,Striatum,Elec,Elec,DAMGONALOX,EPSC,10000,2.1,1.1,-1.3494e-10,-244.4578,2.8,7.4,9.9,-2.0729e-11,-2.0729e-11,-2265.5488,NLX,3,
will20150216c1,will20150216,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGONALOX,EPSC,10000,4.1,1.6,-5.3394e-11,-146.1158,4,8.6,7.3,-8.4124e-12,-8.4124e-12,-1342.0662,NLX,3,
will20150216c1,will20150216,WT,MSN,DMS,Striatum,Elec,Elec,BASENBQX,EPSC,10000,2.1,1.1,-1.3494e-10,-244.4578,2.8,7.4,9.9,-2.0729e-11,-2.0729e-11,-2265.5488,NLX,3,
will20150216c1,will20150216,WT,MSN,DMS,Striatum,MD,ChIEF,BASENBQX,EPSC,10000,4.1,1.6,-5.3394e-11,-146.1158,4,8.6,7.3,-8.4124e-12,-8.4124e-12,-1342.0662,NLX,3,
will20150216c1,will20150216,WT,MSN,DMS,Striatum,Elec,Elec,NBQX,EPSC,10000,2.1,0,NaN,-31.7244,3.8,9.5,34.2,-2.3558e-12,-2.3558e-12,-709.0756,NBQX,4,
will20150216c1,will20150216,WT,MSN,DMS,Striatum,MD,ChIEF,NBQX,EPSC,10000,4.8,1.7,-1.3064e-12,NaN,3.6,6.6,3.9,-2.2036e-13,-2.2036e-13,NaN,NBQX,4,
will20141227c3,will20141227,WT,MSN,DMS,Striatum,MD,ChIEF,BASEENK,EPSC,10000,3.7,1.6,-1.5556e-10,-408.4727,2.3,6.1,9.1,-3.6332e-11,-3.6332e-11,-3334.7696,Ctrl,1,
will20141227c3,will20141227,WT,MSN,DMS,Striatum,MD,ChIEF,ENK,EPSC,10000,3.4,2.2,-2.0542e-12,NaN,4.3,8.2,4.6,-3.0957e-13,-3.3458e-13,NaN,ME,2,
will20141227c3,will20141227,WT,MSN,DMS,Striatum,MD,ChIEF,ENKWASH,EPSC,10000,3.6,1.8,-1.3719e-10,-416.5436,3.4,6.1,9.6,-3.8979e-11,-3.5158e-11,-3600.7769,Wash,3,
will20141227c3,will20141227,WT,MSN,DMS,Striatum,MD,ChIEF,BASEDAMGO,EPSC,10000,3.6,1.8,-1.3719e-10,-416.5436,3.4,6.1,9.6,-3.8979e-11,-3.5158e-11,-3600.7769,Wash,3,
will20141227c3,will20141227,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGO,EPSC,10000,3.1,1.4,-1.9545e-11,-45.5994,2.1,4.1,5.5,-7.172e-12,-7.172e-12,-210.9532,DAMGO,4,
will20141227c3,will20141227,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGONALOX,EPSC,10000,3.5,1.8,-2.0235e-10,-562.4458,2.5,6.5,10.2,-4.1042e-11,-4.0868e-11,-5057.5063,NLX,5,
will20141227c3,will20141227,WT,MSN,DMS,Striatum,MD,ChIEF,BASEDNQX,EPSC,10000,3.5,1.8,-2.0235e-10,-562.4458,2.5,6.5,10.2,-4.1042e-11,-4.0868e-11,-5057.5063,NLX,5,
will20141227c3,will20141227,WT,MSN,DMS,Striatum,MD,ChIEF,DNQX,EPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DNQX,6,
will20141229c002,will20141229,WT,MSN,DMS,Striatum,MD,ChIEF,BASEDAMGO,EPSC,10000,3.3,0.9,-1.081e-10,-163.263,1.6,2.3,4.1,-2.6723e-11,-2.6723e-11,-525.8803,Ctrl,1,
will20141229c002,will20141229,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGO,EPSC,10000,0,3.4,-1.8939e-12,-10.3377,3.8,0.7,1,-1.9176e-12,-1.9176e-12,-27.259,DAMGO,2,
will20141229c002,will20141229,WT,MSN,DMS,Striatum,MD,ChIEF,DAMGONALOX,EPSC,10000,3.1,0.6,-1.3474e-10,-129.2251,1,2,4.2,-2.1109e-11,-2.1109e-11,-426.8281,NLX,3,
will20141229c002,will20141229,WT,MSN,DMS,Striatum,MD,ChIEF,BASEDNQX,EPSC,10000,3.1,0.6,-1.3474e-10,-129.2251,1,2,4.2,-2.1109e-11,-2.1109e-11,-426.8281,NLX,3,
will20141229c002,will20141229,WT,MSN,DMS,Striatum,MD,ChIEF,DNQX,EPSC,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DNQX,4,
will20150612c004,will20150612,WT,MSN,DMS,Striatum,Elec,Elec,BASEDAMGO,EPSC,10000,2.2,0.8,-2.5292e-10,-357.5024,1.8,5.8,7.5,-3.5785e-11,-3.5785e-11,-2374.4954,Ctrl,1,
