cellID,animalID,genoType,cellType,recordLayer,recordRegion,stimSource,stimChannel,conditionName,signal,samplerate,onset,risetime,slope,amplitude,onset2peakTime,halfwidth,decay,slope2ms,slope3ms,area,test1DrugName,waveformSequence,
BJ0505,AV0107,WT,PYR,L2,ACC,MD,CsChR,ENK,EPSC,10000,4.2,1.1,-88.4654,-160.7407,2.8,7.5,9.4,-11.126,-11.126,-1431.2581,NaN,NaN,
BJ0505,AV0107,WT,PYR,L2,ACC,MD,CsChR,ENK,IPSC,10000,4.4,0.8,-34.5457,-44.1076,1.5,1.3,0.5,-4.1195,-4.1195,-58.1632,NaN,NaN,
BJ0505,AV0107,WT,PYR,L2,ACC,MD,CsChR,ENKNALOX,EPSC,10000,4.1,1.1,-83.5113,-152.9143,3.4,9.5,12.8,-10.7692,-10.7692,-1768.8868,NaN,NaN,
BJ0505,AV0107,WT,PYR,L2,ACC,MD,CsChR,ENKNALOX,IPSC,10000,1.5,0.8,193.4886,243.2341,5.2,7.9,13.6,40.871,40.871,348.7745,NaN,NaN,
BJ0580,AV0110,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,1.5,0.8,208.0853,262.9425,5,7.8,12.9,23.2576,23.2576,331.4547,NaN,NaN,
BJ0580,AV0110,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,3.6,1.9,-58.0799,-186.6561,6.2,25.1,29.2,-9.2771,-9.2771,-4705.7585,NaN,NaN,
BJ0580,AV0110,WT,PYR,L2,ACC,MD,CsChR,DAMGO,EPSC,10000,3.4,2.4,-22.9494,-93.1787,7.5,13.8,13.7,-3.5357,-3.5357,-1431.1454,NaN,NaN,
BJ0580,AV0110,WT,PYR,L2,ACC,MD,CsChR,DAMGO,IPSC,10000,2.4,0.8,78.7416,86.5771,5.4,5.4,9.6,11.7423,11.7423,137.3992,NaN,NaN,
BJ0513,AV0110,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,2.6,0.7,705.2798,800.4136,4.5,5.9,13.9,78.1739,78.1739,864.5829,NaN,NaN,
BJ0513,AV0110,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,3.6,2.6,-62.9284,-278.772,4.7,12.2,13.2,-11.9045,-11.9045,-3848.9634,NaN,NaN,
BJ0513,AV0110,WT,PYR,L2,ACC,MD,CsChR,DAMGO,EPSC,10000,3.9,2.6,-51.2011,-224.024,6.6,13.8,14.6,-10.0556,-10.0556,-3498.7407,NaN,NaN,
BJ0513,AV0110,WT,PYR,L2,ACC,MD,CsChR,DAMGO,IPSC,10000,2,0.6,169.7553,134.8293,5.1,5.1,12.8,20.6626,20.6626,116.5036,NaN,NaN,
BJ0513,AV0110,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,EPSC,10000,3.7,2.8,-45.9683,-209.9331,7,15.1,15.5,-9.4393,-9.4393,-3532.714,NaN,NaN,
BJ0513,AV0110,WT,PYR,L2,ACC,MD,CsChR,BASEDPDE,EPSC,10000,3.7,2.8,-45.9683,-209.9331,7,15.1,15.5,-9.4393,-9.4393,-3532.714,NaN,NaN,
BJ0513,AV0110,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,IPSC,10000,2.4,0.6,491.7496,452.4641,4.4,7.6,17.4,55.338,55.338,458.3045,NaN,NaN,
BJ0513,AV0110,WT,PYR,L2,ACC,MD,CsChR,BASEDPDE,IPSC,10000,2.4,0.6,491.7496,452.4641,4.4,7.6,17.4,55.338,55.338,458.3045,NaN,NaN,
BJ0513,AV0110,WT,PYR,L2,ACC,MD,CsChR,DPDE,EPSC,10000,4,2.9,-30.2897,-145.6946,5.8,14.8,16.3,-6.4226,-6.4226,-2364.9158,NaN,NaN,
BJ0513,AV0110,WT,PYR,L2,ACC,MD,CsChR,DPDE,IPSC,10000,2.2,0.8,137.5342,183.6277,5.5,7,15.4,14.467,14.467,233.4644,NaN,NaN,
BJ0514,AV0110,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,1.8,0.7,329.7484,357.1797,5.9,15.4,22.1,38.3085,38.3085,1151.9937,NaN,NaN,
BJ0514,AV0110,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,2.3,1.4,-76.8301,-189.6364,4.2,14.8,27,-10.0556,-10.0556,-10280.4212,NaN,NaN,
BJ0514,AV0110,WT,PYR,L2,ACC,MD,CsChR,DAMGO,EPSC,10000,2.3,1.4,-67.4233,-166.2641,5.1,12.7,16,-7.9796,-7.9796,-2525.6089,NaN,NaN,
BJ0514,AV0110,WT,PYR,L2,ACC,MD,CsChR,DAMGO,IPSC,10000,2.1,0.7,225.3003,238.1529,4.4,13.6,23,33.4104,33.4104,396.2891,NaN,NaN,
BJ0514,AV0110,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,EPSC,10000,2.3,1.2,-86.7158,-183.2353,4.5,13.3,17.5,-9.8609,-9.8609,-2954.5475,NaN,NaN,
BJ0557,Will20160411,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,1.9,0.4,205.0038,101.7487,4.2,1.6,1.7,23.0629,23.0629,48.3485,NaN,NaN,
BJ0557,Will20160411,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,4.4,1.3,-104.9971,-229.777,3.5,8.9,11.9,-13.2993,-13.2993,-2925.7707,NaN,NaN,
BJ0557,Will20160411,WT,PYR,L2,ACC,MD,CsChR,DAMGO,EPSC,10000,4.3,1.7,-54.8763,-151.577,4,9.8,10.9,-7.3308,-7.3308,-1715.1648,NaN,NaN,
BJ0557,Will20160411,WT,PYR,L2,ACC,MD,CsChR,DAMGO,IPSC,10000,2.3,0.4,82.2286,49.1066,4,2.3,2.3,9.3419,9.3419,33.6113,NaN,NaN,
BJ0562,Will20160411,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,3.6,1.7,-36.7877,-104.1804,3.8,7.9,9.6,-4.379,-4.379,-977.151,NaN,NaN,
BJ0562,Will20160411,WT,PYR,L2,ACC,MD,CsChR,DAMGO,EPSC,10000,3.5,1.8,-28.1484,-85.5668,3.5,9,10.2,-4.0222,-4.0222,-860.5578,NaN,NaN,
BJ0562,Will20160411,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,EPSC,10000,3.4,1.3,-55.6425,-125.9084,2.6,6.3,7.5,-6.5848,-6.5848,-959.2591,NaN,NaN,
BJ0562,Will20160411,WT,PYR,L2,ACC,MD,CsChR,BASEDPDE,EPSC,10000,3.4,1.3,-55.6425,-125.9084,2.6,6.3,7.5,-6.5848,-6.5848,-959.2591,NaN,NaN,
BJ0562,Will20160411,WT,PYR,L2,ACC,MD,CsChR,DPDE,EPSC,10000,3.4,1.5,-38.4058,-93.5584,4.1,8.2,11.2,-4.4439,-4.4439,-968.1812,NaN,NaN,
BJ0562,Will20160411,WT,PYR,L2,ACC,MD,CsChR,DPDENALTRI,EPSC,10000,3.3,1.5,-53.3269,-130.2271,3.5,6.6,6.4,-6.455,-6.455,-1014.6667,NaN,NaN,
BJ0565,Will20160411,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,2.4,0.7,316.5881,209.2674,5.6,3.9,7.2,37.4327,37.4327,139.5246,NaN,NaN,
BJ0565,Will20160411,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,4.2,1.1,-187.9005,-365.4709,2.4,10.4,15.4,-23.3549,-23.3549,-4464.9641,NaN,NaN,
BJ0565,Will20160411,WT,PYR,L2,ACC,MD,CsChR,DAMGO,EPSC,10000,4.4,1.5,-94.8467,-247.8628,3.8,12.9,18.1,-11.9045,-11.9045,-3885.087,NaN,NaN,
BJ0565,Will20160411,WT,PYR,L2,ACC,MD,CsChR,DAMGO,IPSC,10000,4.5,1.4,-35.1713,-78.8772,2.3,3,26,-4.5088,-4.5088,-1304.0065,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,BASEENK,EPSC,10000,3.1,4.2,-19.4315,-139.1506,6.7,13.7,18.2,-4.4763,-4.4763,-2295.0154,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,BASEENK,IPSC,10000,4.8,3.2,68.5238,371.8091,8.3,37.2,78,13.2344,13.2344,2284.5646,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,ENK,IPSC,10000,4.9,3.7,26.5285,167.6127,6.5,25,91.4,7.8498,7.8498,712.2984,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,ENK,EPSC,10000,3.1,3.2,-17.9216,-93.0648,5.3,12.5,22.7,-2.4328,-3.4384,-1634.8714,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,ENKWASH,IPSC,10000,4.4,1.8,306.2442,935.3417,5.3,30.8,77.8,41.9739,41.9739,3603.5301,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,4.4,1.8,306.2442,935.3417,5.3,30.8,77.8,41.9739,41.9739,3603.5301,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,ENKWASH,EPSC,10000,2.8,2.2,-58.2692,-210.8679,5.6,9.8,9.7,-8.304,-8.0445,-2297.9759,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,2.8,2.2,-58.2692,-210.8679,5.6,9.8,9.7,-8.304,-8.0445,-2297.9759,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,DAMGO,IPSC,10000,4.5,2.3,123.3746,497.0674,5.7,18.5,32.4,18.8785,20.8248,2053.2123,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,DAMGO,EPSC,10000,2.8,2.1,-36.6078,-131.1595,3.9,19.9,22.9,-5.2873,-5.6765,-2773.7813,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,IPSC,10000,4.6,2.4,201.0032,797.6615,5.7,22.1,110.2,45.4122,45.4122,3090.6541,NaN,NaN,
BJ0576,Will20160504,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,EPSC,10000,2.9,2.4,-67.1182,-267.6692,5.4,8,6.8,-12.9101,-12.7479,-2364.5064,NaN,NaN,
BJ0622,Will20160608,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,1.8,0.8,897.3782,1322.9282,6.9,7,10.4,164.8464,164.8464,2429.2479,NaN,NaN,
BJ0622,Will20160608,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,4.6,1.9,-61.7675,-192.9296,3.3,6,6.7,-10.9638,-10.5746,-1362.996,NaN,NaN,
BJ0622,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DAMGO,EPSC,10000,4.5,1.2,-44.9257,-87.3298,2.1,6.6,8.2,-5.3197,-5.3197,-657.0102,NaN,NaN,
BJ0622,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DAMGO,IPSC,10000,2.2,0.7,523.0748,597.5716,5.9,7.7,11.9,77.5252,77.5252,761.4303,NaN,NaN,
BJ0622,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,EPSC,10000,4.3,1.2,-42.4388,-83.6551,4,7.9,7,-6.1631,-6.1631,-728.0531,NaN,NaN,
BJ0622,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,IPSC,10000,1.9,0.7,555.5121,622.946,6.4,8.3,11.9,85.2452,85.2452,1035.1489,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,5,1.2,-223.439,-442.6703,3,7,9.7,-25.593,-25.593,-4085.8139,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,2.2,1.4,433.2234,976.655,5.8,6.4,12.3,63.642,63.642,1429.9503,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DAMGO,EPSC,10000,5.2,1.4,-132.6223,-302.3685,3.1,6.9,8.3,-16.7701,-16.7701,-2475.0621,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DAMGO,IPSC,10000,1.3,1.2,393.7349,741.3253,6.7,6.5,13.1,67.9237,67.9237,1105.5057,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,EPSC,10000,5,1.1,-230.6588,-436.7976,2.6,7.1,12.6,-25.1389,-25.1389,-4812.7471,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,BASEDPDE,EPSC,10000,5,1.1,-230.6588,-436.7976,2.6,7.1,12.6,-25.1389,-25.1389,-4812.7471,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,IPSC,10000,0.9,1.3,427.7234,943.3961,6.9,7.6,14.1,64.7449,64.7449,1474.007,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,BASEDPDE,IPSC,10000,0.9,1.3,427.7234,943.3961,6.9,7.6,14.1,64.7449,64.7449,1474.007,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DPDE,EPSC,10000,4.9,1,-224.8555,-387.1168,3,10.1,46,-26.3391,-26.3391,-8999.4901,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DPDE,IPSC,10000,5.5,1.3,231.7022,490.7606,2.3,7.6,35.2,28.9341,28.9341,700.7909,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DPDENALTRI,EPSC,10000,4.9,1,-190.6665,-317.2393,2.7,8.5,37.7,-23.2251,-23.2251,-6093.7968,NaN,NaN,
BJ0625,Will20160608,WT,PYR,L2,ACC,MD,CsChR,DPDENALTRI,IPSC,10000,1.1,1.2,523.2679,963.7174,6.5,8.1,17.4,72.5947,72.5947,1190.5731,NaN,NaN,
BJ0672,Will20160810,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,3.5,2.1,-20.142,-71.6108,4.5,11.1,9.8,-5.7414,-5.7414,-863.5098,NaN,NaN,
BJ0672,Will20160810,WT,PYR,L2,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,4.7,0.7,129.4712,143.0452,2.5,20.4,35.1,17.2242,17.2242,293.0205,NaN,NaN,
BJ0672,Will20160810,WT,PYR,L2,ACC,MD,CsChR,DAMGO,EPSC,10000,3.8,0.6,-44.4391,-49.6827,1.6,7.5,9.4,-5.2873,-5.2873,-520.4161,NaN,NaN,
BJ0672,Will20160810,WT,PYR,L2,ACC,MD,CsChR,DAMGO,IPSC,10000,4.8,0.6,144.2379,146.3331,2.3,15.9,27.8,19.0083,19.0083,269.7841,NaN,NaN,
BJ0672,Will20160810,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,EPSC,10000,3.7,0.9,-45.3402,-67.0297,2.2,9.7,7.9,-5.709,-5.709,-715.6991,NaN,NaN,
BJ0672,Will20160810,WT,PYR,L2,ACC,MD,CsChR,DAMGOCTAP,IPSC,10000,4.6,0.7,130.8614,144.759,2.6,18,32.4,17.6459,17.6459,298.3713,NaN,NaN,
BJ0936,AV0159,WT,PV,L2,ACC,MD,CsChR,BASEENK,IPSC,10000,1.8,0.8,429.1456,428.3904,4.2,4.3,6.9,47.4558,47.4558,382.5858,NaN,NaN,
BJ0936,AV0159,WT,PV,L2,ACC,MD,CsChR,BASEENK,EPSC,10000,2.6,0.3,-1387.8846,-722.3087,0.7,2.7,4.8,-146.1301,-146.1301,-2487.6751,NaN,NaN,
BJ0936,AV0159,WT,PV,L2,ACC,MD,CsChR,ENK,EPSC,10000,2.5,0.4,-941.9796,-609.1331,0.9,3.7,5.9,-105.9727,-105.9727,-2651.8313,NaN,NaN,
BJ0936,AV0159,WT,PV,L2,ACC,MD,CsChR,ENK,IPSC,10000,2.1,1,242.9554,199.6845,4.1,3.2,4.4,28.48,28.48,121.9812,NaN,NaN,
BJ0936,AV0159,WT,PV,L2,ACC,MD,CsChR,ENKWASH,EPSC,10000,2.3,0.3,-1751.615,-900.5859,1.4,3.5,5.6,-186.4821,-186.4821,-4471.926,NaN,NaN,
BJ0936,AV0159,WT,PV,L2,ACC,MD,CsChR,ENKWASH,IPSC,10000,1.8,0.7,673.2132,516.911,3.4,3.4,4.4,74.0219,74.0219,378.5986,NaN,NaN,
BJ0937,AV0159,WT,PV,L2,ACC,MD,CsChR,BASEENK,EPSC,10000,3,1.2,-302.1536,-542.0614,1.6,1.5,2.1,-68.6049,-68.6049,-1178.5569,NaN,NaN,
BJ0937,AV0159,WT,PV,L2,ACC,MD,CsChR,ENK,EPSC,10000,2.8,0.7,-576.4574,-716.9896,1.5,1.6,2.1,-108.5028,-108.5028,-1543.0241,NaN,NaN,
BJ0942,AV0159,WT,PV,L2,ACC,MD,CsChR,BASEENK,EPSC,10000,2.6,0.6,-220.3575,-182.0745,1.1,1.3,3.4,-30.0045,-30.0045,-452.329,NaN,NaN,
BJ0942,AV0159,WT,PV,L2,ACC,MD,CsChR,ENK,EPSC,10000,2.6,0.6,-233.4405,-199.4549,1,1.5,3.2,-36.3947,-36.3947,-483.8853,NaN,NaN,
BJ0942,AV0159,WT,PV,L2,ACC,MD,CsChR,ENKWASH,EPSC,10000,2.3,0.5,-367.8391,-261.7182,0.9,3,8.4,-46.8395,-46.8395,-1994.8334,NaN,NaN,
BJ0492,AV0108,WT,PYR,L5,ACC,MD,CsChR,BASEENK,IPSC,10000,4.4,1,40.6115,82.3361,1.8,4.7,7.2,15.6348,15.6348,111.9369,NaN,NaN,
BJ0492,AV0108,WT,PYR,L5,ACC,MD,CsChR,BASEENK,EPSC,10000,3.2,2.1,-17.7942,-59.8859,3.3,7.5,10.8,-4.6061,-4.6061,-577.5622,NaN,NaN,
BJ0492,AV0108,WT,PYR,L5,ACC,MD,CsChR,ENK,EPSC,10000,3.2,1.9,-16.3211,-56.7074,3.3,7,8.4,-6.228,-6.228,-453.7869,NaN,NaN,
BJ0492,AV0108,WT,PYR,L5,ACC,MD,CsChR,ENK,IPSC,10000,3.3,1,-9.5366,-16.4583,2.1,2.9,6.5,-1.9138,-1.9138,-85.7683,NaN,NaN,
BJ0507,AV0107,WT,PYR,L5,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,5.2,0.7,741.2389,866.501,1.7,6.7,16.6,107.3351,107.3351,1108.372,NaN,NaN,
BJ0507,AV0107,WT,PYR,L5,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,4.6,0.8,-118.6395,-157.5408,2.2,8.8,10,-13.9156,-13.9156,-1551.1924,NaN,NaN,
BJ0507,AV0107,WT,PYR,L5,ACC,MD,CsChR,DAMGO,EPSC,10000,3.2,1.9,-16.3211,-56.7074,3.3,7,8.4,-6.228,-6.228,-453.7869,NaN,NaN,
BJ0507,AV0107,WT,PYR,L5,ACC,MD,CsChR,DAMGO,IPSC,10000,3.3,1,-9.5366,-16.4583,2.1,2.9,6.5,-1.9138,-1.9138,-85.7683,NaN,NaN,
BJ0579,Will20160504,WT,PYR,L5,ACC,MD,CsChR,BASEENK,EPSC,10000,4.3,0.9,-208.1034,-314.9705,1.9,2.8,4.1,-24.0036,-24.0036,-1155.5018,NaN,NaN,
BJ0579,Will20160504,WT,PYR,L5,ACC,MD,CsChR,BASEENK,IPSC,10000,5.4,0.7,1354.6747,1502.0313,2.1,7.7,16.8,171.269,171.269,2357.3524,NaN,NaN,
BJ0579,Will20160504,WT,PYR,L5,ACC,MD,CsChR,ENK,IPSC,10000,1.8,0.8,397.1949,400.5577,6.3,33,41.2,53.5864,53.5864,664.9122,NaN,NaN,
BJ0579,Will20160504,WT,PYR,L5,ACC,MD,CsChR,ENK,EPSC,10000,4,0.8,-293.4766,-389.2876,1.7,4,6.9,-31.9183,-31.9183,-3083.557,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,BASEDAMGO,EPSC,10000,3,2.4,-82.4719,-351.1287,3.7,8.4,9.8,-20.4355,-20.4355,-3294.49,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,BASEDAMGO,IPSC,10000,3.9,3,176.0481,878.9015,5.1,17,26.4,28.8692,28.8692,2885.3404,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,DAMGOCTAP,EPSC,10000,2.9,2.4,-76.7142,-297.792,3.9,8.2,5.1,-18.1649,-18.1649,-2480.2161,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,BASEDPDE,EPSC,10000,2.9,2.4,-76.7142,-297.792,3.9,8.2,5.1,-18.1649,-18.1649,-2480.2161,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,DAMGO,EPSC,10000,3,2.5,-55.9738,-224.1688,3.7,6.7,7.6,-11.6774,-13.2993,-1854.3889,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,DAMGO,IPSC,10000,3.8,2.9,137.5566,675.6515,5.1,15.1,24.2,23.9712,23.9712,2240.7055,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,DAMGOCTAP,IPSC,10000,3.8,2.9,130.823,636.9029,6.9,19.2,30.1,18.6515,19.3975,3138.0799,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,BASEDPDE,IPSC,10000,3.8,2.9,130.823,636.9029,6.9,19.2,30.1,18.6515,19.3975,3138.0799,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,DPDE,EPSC,10000,2.8,2.3,-97.0017,-385.2108,4.4,10.2,12.6,-17.5161,-17.5161,-4662.2305,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,DPDE,IPSC,10000,1,3.4,120.6668,677.05,10.6,19.8,30.3,11.5477,19.4948,3513.1181,NaN,NaN,
BJ0580,Will20160504,WT,PYR,L5,ACC,MD,CsChR,DPDENALTRI,IPSC,10000,3.8,3.1,203.0994,1066.5598,6.6,19.6,35.1,21.8952,26.7608,4552.7514,NaN,NaN,
BJ0873,Will20160811,WT,PYR,L5,ACC,MD,CsChR,BASEENK,EPSC,10000,8.9,2,-81.4177,-275.3122,4.7,11,10.6,-9.9583,-9.9583,-3286.6284,NaN,NaN,
BJ0873,Will20160811,WT,PYR,L5,ACC,MD,CsChR,BASEENK,IPSC,10000,3.9,2.2,40.5172,114.4876,16.3,18.4,34.5,6.6821,6.6821,482.7332,NaN,NaN,
BJ0873,Will20160811,WT,PYR,L5,ACC,MD,CsChR,ENK,EPSC,10000,12.1,2.8,-25.1621,-117.8484,8.4,14.5,14.2,-3.5357,-3.5357,-1960.5247,NaN,NaN,
BJ0873,Will20160811,WT,PYR,L5,ACC,MD,CsChR,ENK,IPSC,10000,12.9,3.3,-7.5097,-41.8813,6.9,12.5,13.1,-1.5894,-1.5894,-573.4663,NaN,NaN,
BJ0873,Will20160811,WT,PYR,L5,ACC,MD,CsChR,ENKNALOX,EPSC,10000,9,2.6,-48.5312,-208.5376,5.4,12.8,13.7,-7.0065,-6.8443,-3165.8955,NaN,NaN,
