"","cellID","animalID","genoType","cellType","recordLayer","recordRegion","stimSource","stimChannel","circuit","signal","samplerate","parameter","drugGroup","baseName","baseValue","agonistName","agonistValue","antagonistName","antagonistValue","agonistEffect","antagonistEffect","tailRatio"
"48","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"amplitude",1,"BASEENK",-126.9091,"ENK",-66.0125,"ENKNALOX",-110.9932,52.0155765031822,87.4588189499413,0.701672254
"49","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"onset2peakTime",1,"BASEENK",4,"ENK",5.2,"ENKNALOX",3.8,130,95,0.701672254
"50","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"halfwidth",1,"BASEENK",12.3,"ENK",12.4,"ENKNALOX",11.9,100.813008130081,96.7479674796748,0.701672254
"51","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"decay",1,"BASEENK",15,"ENK",14.6,"ENKNALOX",15.8,97.3333333333333,105.333333333333,0.701672254
"52","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"slope2ms",1,"BASEENK",-8.0769,"ENK",-2.6274,"ENKNALOX",-6.747,32.5298072280207,83.5345243843554,0.701672254
"53","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"slope3ms",1,"BASEENK",-8.0769,"ENK",-2.6274,"ENKNALOX",-6.747,32.5298072280207,83.5345243843554,0.701672254
"54","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"area",1,"BASEENK",-1851.7305,"ENK",-937.6169,"ENKNALOX",-1525.8383,50.6346306873489,82.4006679157685,0.701672254
"55","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"chargeOAmplitude",1,"BASEENK",14.5909985966333,"ENK",14.2036265858739,"ENKNALOX",13.747133157707,97.3451302308477,94.2165340272112,0.701672254
"56","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"onset",1,"BASEENK",5.6,"ENK",4.3,"ENKNALOX",5.6,76.7857142857143,100,0.701672254
"57","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"risetime",1,"BASEENK",0.5,"ENK",2.5,"ENKNALOX",0.6,500,120,0.701672254
"58","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"slope",1,"BASEENK",289.2111,"ENK",1e-05,"ENKNALOX",138.7236,3.45768194927511e-06,47.9662087658461,0.701672254
"59","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"amplitude",1,"BASEENK",232.9536,"ENK",1e-05,"ENKNALOX",133.8577,4.29270034891068e-06,57.4610995494382,0.701672254
"60","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"onset2peakTime",1,"BASEENK",1.2,"ENK",4.3,"ENKNALOX",1.3,358.333333333333,108.333333333333,0.701672254
"61","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"halfwidth",1,"BASEENK",7.6,"ENK",21.5,"ENKNALOX",8.5,282.894736842105,111.842105263158,0.701672254
"62","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"decay",1,"BASEENK",17.6,"ENK",18.6,"ENKNALOX",15.1,105.681818181818,85.7954545454545,0.701672254
"63","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"slope2ms",1,"BASEENK",39.8979,"ENK",1e-05,"ENKNALOX",18.7812,2.5063975798225e-05,47.0731542261623,0.701672254
"64","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"slope3ms",1,"BASEENK",39.8979,"ENK",1e-05,"ENKNALOX",18.7812,2.5063975798225e-05,47.0731542261623,0.701672254
"65","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"area",1,"BASEENK",225.5946,"ENK",1e-05,"ENKNALOX",127.7075,4.43273021606014e-06,56.60928940675,0.701672254
"66","BJ0501","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"chargeOAmplitude",1,"BASEENK",0.968410018132366,"ENK",21.0445367880714,"ENKNALOX",0.95405419337102,2173.10192935188,98.5175881607429,0.701672254
"67","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"onset",1,"BASEENK",3.5,"ENK",3.3,"ENKNALOX",3.5,94.2857142857143,100,0.701672254
"68","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"risetime",1,"BASEENK",1.5,"ENK",1.5,"ENKNALOX",1.6,100,106.666666666667,0.701672254
"69","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"slope",1,"BASEENK",-142.5079,"ENK",-107.9081,"ENKNALOX",-154.8882,75.7207846021168,108.687448204626,0.701672254
"70","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"amplitude",1,"BASEENK",-347.9806,"ENK",-272.4754,"ENKNALOX",-422.8171,78.3018938412084,121.505940273682,0.701672254
"71","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"onset2peakTime",1,"BASEENK",3.3,"ENK",4,"ENKNALOX",3.5,121.212121212121,106.060606060606,0.701672254
"72","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"halfwidth",1,"BASEENK",8.8,"ENK",10.5,"ENKNALOX",8.6,119.318181818182,97.7272727272727,0.701672254
"73","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"decay",1,"BASEENK",9.3,"ENK",10.2,"ENKNALOX",9,109.677419354839,96.7741935483871,0.701672254
"74","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"slope2ms",1,"BASEENK",-18.1973,"ENK",-15.0509,"ENKNALOX",-19.3651,82.7095228413006,106.417435553626,0.701672254
"75","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"slope3ms",1,"BASEENK",-18.1973,"ENK",-15.0509,"ENKNALOX",-19.3651,82.7095228413006,106.417435553626,0.701672254
"76","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"area",1,"BASEENK",-3426.9191,"ENK",-3085.5234,"ENKNALOX",-4083.9674,90.0378243536592,119.173148849647,0.701672254
"77","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"chargeOAmplitude",1,"BASEENK",9.8480176768475,"ENK",11.3240439320394,"ENKNALOX",9.65894567651119,114.98805448595,98.0801009244651,0.701672254
"78","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"onset",1,"BASEENK",2.5,"ENK",3.1,"ENKNALOX",NA,124,NA,0.701672254
"79","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"risetime",1,"BASEENK",0.7,"ENK",0.9,"ENKNALOX",NA,128.571428571429,NA,0.701672254
"80","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"slope",1,"BASEENK",190.546,"ENK",1e-05,"ENKNALOX",NA,5.24807657993346e-06,NA,0.701672254
"81","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"amplitude",1,"BASEENK",180.035,"ENK",1e-05,"ENKNALOX",NA,5.55447551864915e-06,NA,0.701672254
"82","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"onset2peakTime",1,"BASEENK",4.9,"ENK",1.6,"ENKNALOX",NA,32.6530612244898,NA,0.701672254
"83","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"halfwidth",1,"BASEENK",14.8,"ENK",3.4,"ENKNALOX",NA,22.972972972973,NA,0.701672254
"84","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"decay",1,"BASEENK",33,"ENK",2.4,"ENKNALOX",NA,7.27272727272727,NA,0.701672254
"85","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"slope2ms",1,"BASEENK",24.7497,"ENK",1e-05,"ENKNALOX",NA,4.04045301559211e-05,NA,0.701672254
"86","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"slope3ms",1,"BASEENK",24.7497,"ENK",1e-05,"ENKNALOX",NA,4.04045301559211e-05,NA,0.701672254
"87","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"area",1,"BASEENK",195.0087,"ENK",1e-05,"ENKNALOX",NA,5.12797634156835e-06,NA,0.701672254
"88","BJ0503","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"chargeOAmplitude",1,"BASEENK",1.0831710500736,"ENK",3.11039676881378,"ENKNALOX",NA,287.15656392427,NA,0.701672254
"89","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"onset",1,"BASEENK",4.3,"ENK",4.2,"ENKNALOX",4.1,97.6744186046512,95.3488372093023,0.701672254
"90","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"risetime",1,"BASEENK",1.4,"ENK",1.1,"ENKNALOX",1.1,78.5714285714286,78.5714285714286,0.701672254
"91","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"slope",1,"BASEENK",-60.5188,"ENK",-88.4654,"ENKNALOX",-83.5113,146.178377628109,137.992326351481,0.701672254
"92","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"amplitude",1,"BASEENK",-137.1437,"ENK",-160.7407,"ENKNALOX",-152.9143,117.206040087879,111.499325160397,0.701672254
"93","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"onset2peakTime",1,"BASEENK",3.3,"ENK",2.8,"ENKNALOX",3.4,84.8484848484848,103.030303030303,0.701672254
"94","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"halfwidth",1,"BASEENK",9.9,"ENK",7.5,"ENKNALOX",9.5,75.7575757575758,95.959595959596,0.701672254
"95","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"decay",1,"BASEENK",12.4,"ENK",9.4,"ENKNALOX",12.8,75.8064516129032,103.225806451613,0.701672254
"96","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"slope2ms",1,"BASEENK",-8.3688,"ENK",-11.126,"ENKNALOX",-10.7692,132.946181053437,128.682726316796,0.701672254
"97","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"slope3ms",1,"BASEENK",-8.3688,"ENK",-11.126,"ENKNALOX",-10.7692,132.946181053437,128.682726316796,0.701672254
"98","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"area",1,"BASEENK",-1613.0926,"ENK",-1431.2581,"ENKNALOX",-1768.8868,88.7275845168467,109.658106422409,0.701672254
"99","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","EPSC",10000,"chargeOAmplitude",1,"BASEENK",11.7620612539985,"ENK",8.90414251026654,"ENKNALOX",11.5678311315554,75.7022286994089,98.3486727517498,0.701672254
"100","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"onset",1,"BASEENK",1.5,"ENK",4.4,"ENKNALOX",1.5,293.333333333333,100,0.701672254
"101","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"risetime",1,"BASEENK",0.5,"ENK",0.8,"ENKNALOX",0.8,160,160,0.701672254
"102","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"slope",1,"BASEENK",422.8528,"ENK",1e-05,"ENKNALOX",193.4886,2.36488915291562e-06,45.757909135283,0.701672254
"103","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"amplitude",1,"BASEENK",339.767,"ENK",1e-05,"ENKNALOX",243.2341,2.94319342372861e-06,71.5885003546548,0.701672254
"104","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"onset2peakTime",1,"BASEENK",5.2,"ENK",1.5,"ENKNALOX",5.2,28.8461538461538,100,0.701672254
"105","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"halfwidth",1,"BASEENK",7.6,"ENK",1.3,"ENKNALOX",7.9,17.1052631578947,103.947368421053,0.701672254
"106","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"decay",1,"BASEENK",14.2,"ENK",0.5,"ENKNALOX",13.6,3.52112676056338,95.774647887324,0.701672254
"107","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"slope2ms",1,"BASEENK",54.2027,"ENK",1e-05,"ENKNALOX",40.871,1.84492654424964e-05,75.4039927900271,0.701672254
"108","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"slope3ms",1,"BASEENK",54.2027,"ENK",1e-05,"ENKNALOX",40.871,1.84492654424964e-05,75.4039927900271,0.701672254
"109","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"area",1,"BASEENK",482.1266,"ENK",1e-05,"ENKNALOX",348.7745,2.07414401113732e-06,72.3408540412415,0.701672254
"110","BJ0505","AV0107","WT","PYR","L2","ACC","MD","CsChR","MD_L2_PYR","IPSC",10000,"chargeOAmplitude",1,"BASEENK",1.41899183852464,"ENK",1.31866617090932,"ENKNALOX",1.4339046211037,92.9297924842453,101.050942096649,0.701672254
"111","BJ0507","AV0107","WT","PYR","L5","ACC","MD","CsChR","MD_L5_PYR","EPSC",10000,"onset",2,"BASEDAMGO",4.6,"DAMGO",3.2,NA,NA,69.5652173913044,NA,0.701672254
"112","BJ0507","AV0107","WT","PYR","L5","ACC","MD","CsChR","MD_L5_PYR","EPSC",10000,"risetime",2,"BASEDAMGO",0.8,"DAMGO",1.9,NA,NA,237.5,NA,0.701672254
"113","BJ0507","AV0107","WT","PYR","L5","ACC","MD","CsChR","MD_L5_PYR","EPSC",10000,"slope",2,"BASEDAMGO",-118.6395,"DAMGO",-16.3211,NA,NA,13.7568853543719,NA,0.701672254
"114","BJ0507","AV0107","WT","PYR","L5","ACC","MD","CsChR","MD_L5_PYR","EPSC",10000,"amplitude",2,"BASEDAMGO",-157.5408,"DAMGO",-56.7074,NA,NA,35.9953738967937,NA,0.701672254
"115","BJ0507","AV0107","WT","PYR","L5","ACC","MD","CsChR","MD_L5_PYR","EPSC",10000,"onset2peakTime",2,"BASEDAMGO",2.2,"DAMGO",3.3,NA,NA,150,NA,0.701672254
"116","BJ0507","AV0107","WT","PYR","L5","ACC","MD","CsChR","MD_L5_PYR","EPSC",10000,"halfwidth",2,"BASEDAMGO",8.8,"DAMGO",7,NA,NA,79.5454545454545,NA,0.701672254
"117","BJ0507","AV0107","WT","PYR","L5","ACC","MD","CsChR","MD_L5_PYR","EPSC",10000,"decay",2,"BASEDAMGO",10,"DAMGO",8.4,NA,NA,84,NA,0.701672254
"118","BJ0507","AV0107","WT","PYR","L5","ACC","MD","CsChR","MD_L5_PYR","EPSC",10000,"slope2ms",2,"BASEDAMGO",-13.9156,"DAMGO",-6.228,NA,NA,44.7555261720659,NA,0.701672254
"119","BJ0507","AV0107","WT","PYR","L5","ACC","MD","CsChR","MD_L5_PYR","EPSC",10000,"slope3ms",2,"BASEDAMGO",-13.9156,"DAMGO",-6.228,NA,NA,44.7555261720659,NA,0.701672254
"120","BJ0507","AV0107","WT","PYR","L5","ACC","MD","CsChR","MD_L5_PYR","EPSC",10000,"area",2,"BASEDAMGO",-1551.1924,"DAMGO",-453.7869,NA,NA,29.2540693211235,NA,0.701672254
